t,x,y,z,x_ref,y_ref,z_ref,vx,vy,vz,roll,pitch,yaw,roll_ref,pitch_ref,yaw_ref,acc_x_cmd,acc_y_cmd,acc_z_cmd,thrust_total,tau_x,tau_y,tau_z,f1,f2,f3,f4
0.25000000000000006,1.956535149199314e-05,1.679006422390463e-06,0.03643401285809018,0.0,0.0,0.0,7.493641572107669e-05,6.368119604693362e-06,0.0736093768045096,5.872627403007337e-06,-6.91386786127105e-05,2.1084211211134635e-08,3.083750695452708e-06,-3.616948899975932e-05,0.0,-0.0003548226870876389,-3.025159432239107e-05,-0.4583905650794442,0.2524934553506881,-2.4945835324631466e-08,2.953193358997408e-07,-2.2419448173167618e-11,0.06312090119357551,0.0631212831073701,0.06312582835005588,0.06312544269968663
0.26000000000000006,2.0280316550245105e-05,1.7397670501003873e-06,0.0371471430056241,0.0,0.0,0.0,6.802064254313594e-05,5.780976611283966e-06,0.06901683437878871,6.172919091881669e-06,-7.269958676335549e-05,2.11943998169336e-08,2.8203031038097057e-06,-3.306270910696558e-05,0.0,-0.0003243451763393323,-2.7667173448373216e-05,-0.4432294810404633,0.25290280468505066,-2.3711307118592376e-08,2.806716150336335e-07,-2.1965326196472026e-11,0.06322336067939109,0.06322372363828756,0.06322804349357806,0.06322767687379395
0.2700000000000001,2.092517785314849e-05,1.7945765438169572e-06,0.03781511106226546,0.0,0.0,0.0,6.093437745892225e-05,5.179473595109144e-06,0.06457694168952174,6.367256462976245e-06,-7.500608536819994e-05,2.124164875724502e-08,2.549692038187284e-06,-2.9871290380528416e-05,0.0,-0.0002930373586329838,-2.5012478894617257e-05,-0.42847576653828157,0.25330115502112616,-2.215812728612604e-08,2.622558892249005e-07,-2.1458097635449775e-11,0.06332310184924192,0.06332344095533307,0.06332747744949595,0.06332713476705522
0.2800000000000001,2.1498783021952666e-05,1.843337982696235e-06,0.038439422661334925,0.0,0.0,0.0,5.378711032436175e-05,4.572860593779785e-06,0.06028552717312121,6.460015916204411e-06,-7.61101301328675e-05,2.1227671244850984e-08,2.2761512492936244e-06,-2.6645351802179947e-05,0.0,-0.0002613909011793853,-2.2329043755570455e-05,-0.414119510668492,0.2536887739520222,-2.0341471290914288e-08,2.4072539548990674e-07,-2.090087798901543e-11,0.0634201861522079,0.06342049735618027,0.06342420256554301,0.06342388787809103
0.2900000000000001,2.2001042421182447e-05,1.8860442349190654e-06,0.03902154225261967,0.0,0.0,0.0,4.668166743494323e-05,3.969825711504651e-06,0.056138525607513576,6.457018087045841e-06,-7.608075634740176e-05,2.115384344474928e-08,2.0036654153867523e-06,-2.343205317393565e-05,0.0,-0.00022986844163630876,-1.9655957724944043e-05,-0.4001510425668428,0.2540659225912941,-1.831616391686718e-08,2.1672917285928334e-07,-2.029635725942477e-11,0.06351467345245294,0.06351495354822705,0.0635182895345572,0.06351800605605694
0.3000000000000001,2.2432855839549472e-05,1.9227717730997682e-06,0.039562894151466514,0.0,0.0,0.0,3.97129164887881e-05,3.3783855863772496e-06,0.05213197525231569,6.365298791015842e-06,-7.500136694442959e-05,2.1021270999660195e-08,1.7359192989951482e-06,-2.027499433793486e-05,0.0,-0.00019889769445514098,-1.7029368323142404e-05,-0.3865609246908621,0.2544328557541196,-1.613578455651583e-08,1.9090147111142277e-07,-1.964687661772098e-11,0.06360662216287538,0.06360686876847502,0.06360980735142412,0.0636095574713451
0.3100000000000001,2.279602747135272e-05,1.9536735000206105e-06,0.04006486355974718,0.0,0.0,0.0,3.29667214852146e-05,2.805796968559152e-06,0.04826201508282623,6.192879376288864e-06,-7.296701374994028e-05,2.0830873477703923e-08,1.4762564916957965e-06,-1.721372797224089e-05,0.0,-0.00016886667140768316,-1.4482076183535764e-05,-0.3733399463501672,0.2547898221317054,-1.3851870769136542e-08,1.638523231494031e-07,-1.8954525942225775e-11,0.06369608936736042,0.06369630089352075,0.0636988232780361,0.06369860859278816
0.3200000000000001,2.3093171685867543e-05,1.9789707948075982e-06,0.04052879755961379,0.0,0.0,0.0,2.6519144495274644e-05,2.258489152182455e-06,0.04452488211386475,5.9485404105667164e-06,-7.008171838977109e-05,2.0583477878180377e-08,1.227647649326021e-06,-1.4283384785526674e-05,0.0,-0.00014012000474601668,-1.2043223439888265e-05,-0.3604791174737211,0.2551370644592697,-1.151322489188265e-08,1.3615933749806416e-07,-1.8221243946322544e-11,0.0637831309312483,0.06378330653934813,0.06378540281682352,0.06378522417184976
0.3300000000000001,2.3327612021147065e-05,1.9989449853648125e-06,0.04095600608092441,0.0,0.0,0.0,2.0435887226977623e-05,1.7420166647663508e-06,0.04091690880968951,5.6416022326407135e-06,-6.64558746483281e-05,2.0279913115306227e-08,9.926679640718806e-07,-1.1514408087709648e-05,0.0,-0.00011295634334043165,-9.73807272754515e-06,-0.3479696626029179,0.2554748196779242,-9.16532635159496e-09,1.0836074314981958e-07,-1.744891942952147e-11,0.06386780159983088,0.06386794115077507,0.0638696096932078,0.06386946723411042
0.34000000000000014,2.350327574974186e-05,2.0139284453896107e-06,0.04134776284318121,0.0,0.0,0.0,1.4771961757650009e-05,1.2610313180141397e-06,0.03743452057641535,5.281715478758808e-06,-6.220376909796828e-05,1.9921098591112294e-08,7.734834815681711e-07,-8.932393076879992e-06,0.0,-8.762677608419272e-05,-7.5878729541837585e-06,-0.33580301509997684,0.2558033190907597,-6.8498503782516205e-09,8.094969473662159e-08,-1.6639483828010965e-11,0.06395015508488547,0.06395025908057536,0.063951505847118,0.06395139907818087
0.35000000000000014,2.3624586241835075e-05,2.024295504000341e-06,0.04170530627278942,0.0,0.0,0.0,9.571576740526472e-06,8.192724648515023e-07,0.034074233333530456,4.8786642580365056e-06,-5.7441251651255065e-05,1.9508121429582054e-08,5.718457513386426e-07,-6.558024765547471e-06,0.0,-6.43342229500207e-05,-5.609806820632085e-06,-0.3239708115616742,0.25612278851342113,-4.6042920348036175e-09,5.436982481327212e-08,-1.579499015694115e-11,0.06403024413942718,0.06403031365844011,0.06403115143353254,0.0640310792820213
0.36000000000000015,2.3696355201104693e-05,2.0304533433365657e-06,0.04202984039641172,0.0,0.0,0.0,4.868222823610966e-06,4.195740904594996e-07,0.030832651161281838,4.44218420835995e-06,-5.2283582442508246e-05,1.9042298524453252e-08,3.8909419808740933e-07,-4.407107276987111e-06,0.0,-4.323372238724357e-05,-3.817014083237486e-06,-0.31246488642898007,0.25643344841943744,-2.4616927640069732e-09,2.9012010576800723e-08,-1.4917672821341288e-11,0.06410812062101874,0.06410815725007572,0.06410860483183936,0.06410856571650361
0.37000000000000016,2.3723676675242457e-05,2.0328330448596625e-06,0.04232253571116137,0.0,0.0,0.0,6.849389481230597e-07,6.38871900254663e-08,0.027706464020859082,3.98179722223176e-06,-4.684347621030948e-05,1.8525221130977422e-08,2.261655196464095e-07,-2.4906762766841977e-06,0.0,-2.443353427427198e-05,-2.2186837477312775e-06,-0.30127726678366246,0.25673551408055517,-4.504652894664589e-10,5.212305120138099e-09,-1.4009989881797089e-11,0.06418383554411597,0.06418384130685206,0.06418392266366074,0.0641839145659264
0.38000000000000017,2.3711824551437894e-05,2.0318809289075833e-06,0.04258453003234746,0.0,0.0,0.0,-2.9652603834990127e-06,-2.4668424756992457e-07,0.024692445544458316,3.5066641981137097e-06,-4.122936021361892e-05,1.7958781212896922e-08,8.360935457671185e-08,-8.151855627470487e-07,0.0,-7.996970370548548e-06,-8.202077683975433e-07,-0.29040016732339685,0.2570291957023055,1.4056886413241e-09,-1.6749031718382056e-08,-1.307464522513115e-11,0.06425743912204832,0.06425741640651547,0.06425715981865816,0.06425718035508353
